"","motif","sourceMotif","gene"
"DMRT3.m0","DMRT3.m0","N3_M02009/N6_MA0610.2/N7_DMRT3.h0/N1_M03922","DMRT3"
"DMRT3.m1","DMRT3.m1","N5_M04886/N8_DMRT3.e0/N4_M04885","DMRT3"
"DMRTA1.m0","DMRTA1.m0","N2_M04899/N1_M04898/N3_MA1707.2","DMRTA1"
"DMRTA1.m1","DMRTA1.m1","N4_DMRTA1.e0","DMRTA1"
"DMRTA2.m0","DMRTA2.m0","N1_M06579/N2_M06580","DMRTA2"
"DMRTA2.m1","DMRTA2.m1","N3_M04896/N6_DMRTA2.h0/N5_MA1478.2/N4_M04897","DMRTA2"
"DMRTB1.m0","DMRTB1.m0","M03924","DMRTB1"
"DMRTC2.m0","DMRTC2.m0","N4_M04891/N3_M04890/N9_MA1479.2/N10_DMRTC2.h0/N6_M04893","DMRTC2"
"DMRTC2.m1","DMRTC2.m1","N5_M04892/N7_M04894","DMRTC2"
"DMTF1.m0","DMTF1.m0","M06109","DMTF1"
"DPF1.m0","DPF1.m0","N2_M04593/N1_M04592","DPF1"
"DPRX.m0","DPRX.m0","N4_M05593/N3_M05592/N5_MA1480.2/N6_DPRX.h0/N2_M03442/N8_DPRX.e1/N1_M03441/N7_DPRX.e0","DPRX"
"DRAP1.m0","DRAP1.m0","M08602","DRAP1"
"DRGX.m0","DRGX.m0","N1_M03403/N6_DRGX.e0","DRGX"
"DRGX.m1","DRGX.m1","N2_M05457/N4_MA1481.2/N5_DRGX.h0","DRGX"
"DUX4.m0","DUX4.m0","N1_Dux4.h0/N3_M02115","DUX4"
"DUX4.m1","DUX4.m1","N2_Dux4.e0","DUX4"
"DUX4.m2","DUX4.m2","N6_DUX4.h0/N4_MA0468.1/N8_DUX4.h2","DUX4"
"DUX4.m3","DUX4.m3","N7_DUX4.h1/N5_MA0611.3","DUX4"
"DUX4.m4","DUX4.m4","N9_DUX4.e0","DUX4"
"DUXA.m0","DUXA.m0","N2_M05606/N3_M05607/N1_M03448/N5_DUXA.h0/N6_DUXA.e0","DUXA"
"DUXB.m0","DUXB.m0","N1_Duxb.h0/N2_Duxb.h1","DUXB"
"E2F1.m0","E2F1.m0","N5_M04904/N1_M03156/N37_E2F1.e23/N3_M03158/N2_M03157/N13_E2F1.h2/N38_E2F1.e24/N10_MA0024.3/N4_M03159","E2F1"
"E2F1.m1","E2F1.m1","N7_M10644/N11_E2F1.h0","E2F1"
"E2F1.m2","E2F1.m2","N8_M11567/N17_E2F1.e3","E2F1"
"E2F1.m3","E2F1.m3","N12_E2F1.h1","E2F1"
"E2F1.m4","E2F1.m4","N14_E2F1.e0","E2F1"
"E2F1.m5","E2F1.m5","N15_E2F1.e1","E2F1"
"E2F1.m6","E2F1.m6","N18_E2F1.e4/N36_E2F1.e22/N19_E2F1.e5/N28_E2F1.e14/N27_E2F1.e13/N25_E2F1.e11/N31_E2F1.e17/N34_E2F1.e20/N32_E2F1.e18/N30_E2F1.e16/N26_E2F1.e12/N35_E2F1.e21/N23_E2F1.e9","E2F1"
"E2F1.m7","E2F1.m7","N29_E2F1.e15","E2F1"
"E2F2.m0","E2F2.m0","N1_M02043","E2F2"
"E2F2.m1","E2F2.m1","N2_M03153/N14_E2F2.e1","E2F2"
"E2F2.m2","E2F2.m2","N3_M03154/N15_E2F2.e2/N8_M04903","E2F2"
"E2F2.m3","E2F2.m3","N4_M03155/N16_E2F2.e3","E2F2"
"E2F2.m4","E2F2.m4","N5_M04900","E2F2"
"E2F2.m5","E2F2.m5","N6_M04901/N9_MA0864.3/N10_E2F2.h0","E2F2"
"E2F2.m6","E2F2.m6","N11_E2F2.h1/N13_E2F2.e0","E2F2"
"E2F2.m7","E2F2.m7","N12_E2F2.h2","E2F2"
"E2F3.m0","E2F3.m0","N1_M03160/N12_E2F3.e1","E2F3"
"E2F3.m1","E2F3.m1","N2_M03161/N13_E2F3.e2","E2F3"
"E2F3.m2","E2F3.m2","N3_M03162/N14_E2F3.e3","E2F3"
"E2F3.m3","E2F3.m3","N7_E2F3.h0","E2F3"
"E2F3.m4","E2F3.m4","N9_E2F3.h2/N11_E2F3.e0","E2F3"
"E2F3.m5","E2F3.m5","N10_E2F3.h3","E2F3"
"E2F4.m0","E2F4.m0","N1_M03165/N16_E2F4.e6","E2F4"
"E2F4.m1","E2F4.m1","N2_M03166/N17_E2F4.e7","E2F4"
"E2F4.m2","E2F4.m2","N3_M04911/N7_MA0470.3/N9_E2F4.h1","E2F4"
"E2F4.m3","E2F4.m3","N10_E2F4.e0","E2F4"
"E2F4.m4","E2F4.m4","N11_E2F4.e1","E2F4"
"E2F4.m5","E2F4.m5","N12_E2F4.e2","E2F4"
"E2F4.m6","E2F4.m6","N15_E2F4.e5/N14_E2F4.e4","E2F4"
"E2F6.m0","E2F6.m0","N3_M08399/N1_M08397/N2_M08398/N5_MA0471.3/N7_E2F6.h1","E2F6"
"E2F6.m1","E2F6.m1","N8_E2F6.e0","E2F6"
"E2F7.m0","E2F7.m0","N2_M04909/N1_M03164/N5_MA0758.1/N7_E2F7.h1/N8_E2F7.e0/N3_M04910","E2F7"
"E2F7.m1","E2F7.m1","N4_M10645/N6_E2F7.h0","E2F7"
"E2F8.m0","E2F8.m0","N1_M02040","E2F8"
"E2F8.m1","E2F8.m1","N5_M07281/N3_M07279/N2_M07278/N6_M03163/N10_E2F8.h0/N11_E2F8.e0","E2F8"
"E2F8.m2","E2F8.m2","N4_M07280","E2F8"
"E2F8.m3","E2F8.m3","N7_M04907/N8_M04908/N9_MA0865.3","E2F8"
"E4F1.m0","E4F1.m0","E4F1.e0","E4F1"
"EAR2.m0","EAR2.m0","EAR2.h0","EAR2"
"EBF1.m0","EBF1.m0","N1_M03167/N11_EBF1.e5/N6_EBF1.e0/N3_EBF1.h0","EBF1"
"EBF1.m1","EBF1.m1","N2_MA0154.5/N5_EBF1.h2/N4_EBF1.h1","EBF1"
"EBF2.m0","EBF2.m0","N1_MA1604.2/N2_Ebf2.h0","EBF2"
"EBF3.m0","EBF3.m0","N1_M03925/N3_M11592","EBF3"
"EBF3.m1","EBF3.m1","N2_M10650/N4_MA1637.2/N5_EBF3.h0","EBF3"
"EBF4.m0","EBF4.m0","MA2122.1","EBF4"
"Egr1.m0","Egr1.m0","N2_M03136/N36_EGR1.e18","Egr1"
"Egr1.m1","Egr1.m1","N3_M06247/N4_Egr1.h0/N14_M10629/N18_EGR1.e0/N12_M08386/N11_M08385/N13_M08387/N5_Egr1.h1/N31_EGR1.e13/N35_EGR1.e17/N29_EGR1.e11","Egr1"
"Egr1.m2","Egr1.m2","N8_M03088/N33_EGR1.e15/N26_EGR1.e8/N32_EGR1.e14/N7_M03087/N34_EGR1.e16/N15_M11311/N25_EGR1.e7","Egr1"
"Egr1.m3","Egr1.m3","N19_EGR1.e1","Egr1"
"Egr1.m4","Egr1.m4","N20_EGR1.e2","Egr1"
"Egr1.m5","Egr1.m5","N21_EGR1.e3","Egr1"
"Egr1.m6","Egr1.m6","N22_EGR1.e4","Egr1"
"Egr1.m7","Egr1.m7","N24_EGR1.e6","Egr1"
"Egr1.m8","Egr1.m8","N27_EGR1.e9","Egr1"
"Egr1.m9","Egr1.m9","N28_EGR1.e10","Egr1"
"EGR2.m0","EGR2.m0","N11_M11320/N13_EGR2.h0/N6_M03089/N12_MA0472.2/N7_M03090","EGR2"
"EGR3.m0","EGR3.m0","N1_M03135/N11_EGR3.e2/N2_M03119/N7_MA0732.2/N8_EGR3.h0/N10_EGR3.e1/N6_M11402/N9_EGR3.e0/N4_M04788/N3_M04787","EGR3"
"EGR4.m0","EGR4.m0","N1_M00677/N3_M06469","EGR4"
"EGR4.m1","EGR4.m1","N6_M04665/N7_M04666/N4_M03093/N9_MA0733.2/N10_EGR4.h0/N12_EGR4.e1","EGR4"
"EGR4.m2","EGR4.m2","N5_M03094","EGR4"
"EGR4.m3","EGR4.m3","N8_M11339/N11_EGR4.e0","EGR4"
"EHF.m0","EHF.m0","N1_M00213/N2_M01566","EHF"
"EHF.m1","EHF.m1","N5_M02937/N6_M03191/N12_EHF.e1","EHF"
"EHF.m2","EHF.m2","N7_M10656/N8_MA0598.4/N9_EHF.h0/N10_EHF.h1","EHF"
"ELF1.m0","ELF1.m0","N10_M04951/N4_M04945/N8_M04949/N6_M04947","ELF1"
"ELF1.m1","ELF1.m1","N13_M08407/N11_M08405/N12_M08406/N15_M10652/N17_ELF1.h0","ELF1"
"ELF1.m2","ELF1.m2","N1_M03175/N23_ELF1.e4/N19_ELF1.e0/N9_M04950/N3_M04944/N5_M04946/N7_M04948","ELF1"
"ELF1.m3","ELF1.m3","N2_M03176/N24_ELF1.e5","ELF1"
"ELF1.m4","ELF1.m4","N14_M08991","ELF1"
"ELF1.m5","ELF1.m5","N16_MA0473.4/N18_ELF1.h1","ELF1"
"ELF1.m6","ELF1.m6","N22_ELF1.e3","ELF1"
"ELF2.m0","ELF2.m0","N3_M04928/N4_M04929/N8_M04933","ELF2"
"ELF2.m1","ELF2.m1","N1_M04926","ELF2"
"ELF2.m2","ELF2.m2","N6_M04931","ELF2"
"ELF2.m3","ELF2.m3","N5_M04930/N10_ELF2.h0","ELF2"
"ELF2.m4","ELF2.m4","N7_M04932","ELF2"
"ELF2.m5","ELF2.m5","N11_ELF2.e0","ELF2"
"ELF3.m0","ELF3.m0","N13_MA0640.3/N15_ELF3.h1","ELF3"
"ELF3.m1","ELF3.m1","N12_M06103/N14_ELF3.h0","ELF3"
"ELF3.m2","ELF3.m2","N8_M04991","ELF3"
"ELF3.m3","ELF3.m3","N11_M04994","ELF3"
"ELF3.m4","ELF3.m4","N9_M04992","ELF3"
"ELF3.m5","ELF3.m5","N3_M03207/N18_ELF3.e2/N2_M03206/N17_ELF3.e1","ELF3"
"ELF3.m6","ELF3.m6","N10_M04993","ELF3"
"ELF3.m7","ELF3.m7","N5_M04988/N6_M04989","ELF3"
"ELF3.m8","ELF3.m8","N7_M04990","ELF3"
"ELF4.m0","ELF4.m0","N2_M03170/N7_MA0641.1/N8_ELF4.h0/N9_ELF4.e0/N4_M04921/N3_M04920","ELF4"
"ELF5.m0","ELF5.m0","N2_MA0136.4","ELF5"
"ELF5.m1","ELF5.m1","N1_M03215/N15_ELF5.e3/N7_M04962/N3_M03192/N13_ELF5.e1/N4_M03193/N11_ELF5.h1/N14_ELF5.e2","ELF5"
"ELF5.m2","ELF5.m2","N5_M04960","ELF5"
"ELF5.m3","ELF5.m3","N9_M10657/N10_ELF5.h0/N8_M04963/N6_M04961","ELF5"
"ELK1--HOXA1.m0","ELK1--HOXA1.m0","MA1931.1","ELK1--HOXA1"
"ELK1--HOXB13.m0","ELK1--HOXB13.m0","MA1932.2","ELK1--HOXB13"
"ELK1--SREBF2.m0","ELK1--SREBF2.m0","MA1933.2","ELK1--SREBF2"
"ELK1.m0","ELK1.m0","N6_M04956/N5_M03186/N12_MA0028.3/N13_ELK1.h0/N3_M03184/N18_ELK1.e4/N2_M03183","ELK1"
"ELK1.m1","ELK1.m1","N4_M03185/N19_ELK1.e5","ELK1"
"ELK3.m0","ELK3.m0","N11_ELK3.e1/N8_MA0759.3/N5_M04937/N2_M04934/N1_M03173/N9_ELK3.h0/N10_ELK3.e0/N7_M04939","ELK3"
"ELK3.m1","ELK3.m1","N6_M04938","ELK3"
"ELK4.m0","ELK4.m0","N10_ELK4.e0/N8_MA0076.3/N9_ELK4.h0/N2_M03205/N11_ELK4.e1/N7_M08416/N6_M08415","ELK4"
"ELK4.m1","ELK4.m1","N4_M04985","ELK4"
"EMX1.m0","EMX1.m0","N1_MA0612.3/N2_EMX1.h0","EMX1"
"EMX1.m1","EMX1.m1","N4_EMX1.e1","EMX1"
"EMX2.m0","EMX2.m0","N1_Emx2.h0/N4_EMX2.e0","EMX2"
"EMX2.m1","EMX2.m1","N2_MA0886.2/N3_EMX2.h0/N5_EMX2.e1","EMX2"
"EMX2.m2","EMX2.m2","N6_EMX2.e2","EMX2"
"EN1.m0","EN1.m0","N2_En1.h1/N13_EN1.e2","EN1"
"EN1.m1","EN1.m1","N7_M05422/N9_M05424/N10_M06258/N5_M03386/N11_MA0027.3/N12_EN1.h0/N16_EN1.e5/N3_M03384/N14_EN1.e3","EN1"
"EN1.m2","EN1.m2","N15_EN1.e4/N4_M03385","EN1"
"EN1.m3","EN1.m3","N8_M05423","EN1"
"EN2.m0","EN2.m0","N1_En2.h0/N9_EN2.e0","EN2"
"EN2.m1","EN2.m1","N4_M05441/N5_M05443","EN2"
"EOMES.m0","EOMES.m0","N3_Eomes.h1/N13_EOMES.e0/N6_M03767/N11_MA0800.2/N12_EOMES.h0/N14_EOMES.e1/N8_M06011","EOMES"
"EOMES.m1","EOMES.m1","N4_Eomes.h2","EOMES"
"EOMES.m2","EOMES.m2","N7_M03768/N15_EOMES.e2","EOMES"
"EP300.m0","EP300.m0","N1_EP300.e0","EP300"
"EP300.m1","EP300.m1","N4_EP300.e3","EP300"
"EP300.m2","EP300.m2","N6_EP300.e5","EP300"
"EP300.m3","EP300.m3","N7_EP300.e6","EP300"
"EP300.m4","EP300.m4","N10_EP300.e9","EP300"
"EPAS1.m0","EPAS1.m0","N2_MA2325.1/N1_M10578/N3_EPAS1.h0","EPAS1"
"ERF--FIGLA.m0","ERF--FIGLA.m0","MA1934.2","ERF--FIGLA"
"ERF--FOXI1.m0","ERF--FOXI1.m0","MA1935.2","ERF--FOXI1"
"ERF--FOXO1.m0","ERF--FOXO1.m0","MA1936.2","ERF--FOXO1"
"ERF--HOXB13.m0","ERF--HOXB13.m0","MA1937.2","ERF--HOXB13"
"ERF--NHLH1.m0","ERF--NHLH1.m0","MA1938.2","ERF--NHLH1"
"ERF--SREBF2.m0","ERF--SREBF2.m0","MA1939.2","ERF--SREBF2"
"ERF.m0","ERF.m0","N1_M03172/N3_ERF.h0/N4_ERF.e0/N2_MA0760.2","ERF"
"ERG.m0","ERG.m0","N2_M02938","ERG"
"ERG.m1","ERG.m1","N6_M03203/N21_ERG.e2/N4_M03201/N18_ERG.h1/N19_ERG.e0/N12_M04978/N3_M02939/N15_M04981","ERG"
"ERG.m2","ERG.m2","N11_M04977/N13_M04979/N14_M04980/N7_M03204/N22_ERG.e3/N9_M04975/N5_M03202/N20_ERG.e1","ERG"
"ERG.m3","ERG.m3","N1_MA0474.4/N10_M04976/N16_M10659/N17_ERG.h0","ERG"
"ESR1.m0","ESR1.m0","N2_M05773/N1_M03560/N11_MA0112.4/N12_ESR1.h0/N4_M05775","ESR1"
"ESR1.m1","ESR1.m1","N3_M05774/N5_M05776","ESR1"
"ESR1.m2","ESR1.m2","N6_M08443","ESR1"
"ESR1.m3","ESR1.m3","N10_M12225","ESR1"
"ESR2.m0","ESR2.m0","N2_ESR2.h0/N1_MA0258.2","ESR2"
"ESRRA.m0","ESRRA.m0","N2_M03634/N34_ESRRA.e13/N8_M03602/N32_ESRRA.e11/N11_M03605","ESRRA"
"ESRRA.m1","ESRRA.m1","N3_M03635/N35_ESRRA.e14","ESRRA"
"ESRRA.m2","ESRRA.m2","N7_M03601/N31_ESRRA.e10/N19_MA0592.4/N20_ESRRA.h0/N15_M05861/N16_M05862/N5_Esrra.h1/N29_ESRRA.e8/N13_M05859/N26_ESRRA.e5/N10_M03604","ESRRA"
"ESRRA.m3","ESRRA.m3","N6_Esrra.h2","ESRRA"
"ESRRA.m4","ESRRA.m4","N9_M03603/N33_ESRRA.e12/N12_M03606","ESRRA"
"ESRRA.m5","ESRRA.m5","N30_ESRRA.e9","ESRRA"
"ESRRB.m0","ESRRB.m0","N2_M08617/N5_M05799/N9_ESRRB.e0","ESRRB"
"ESRRB.m1","ESRRB.m1","N4_M03571/N7_MA0141.4/N8_ESRRB.h0/N10_ESRRB.e1","ESRRB"
"ESRRG.m0","ESRRG.m0","N2_MA0643.2/N3_Esrrg.h0/N7_M03618/N14_ESRRG.e2","ESRRG"
"ESRRG.m1","ESRRG.m1","N5_M03616/N12_ESRRG.e0","ESRRG"
"ESRRG.m2","ESRRG.m2","N6_M03617/N13_ESRRG.e1","ESRRG"
"ESX1.m0","ESX1.m0","N1_Esx1.h0/N11_ESX1.e0","ESX1"
"ESX1.m1","ESX1.m1","N5_M05292/N9_MA0644.3/N7_M05294","ESX1"
"ETS--E-BOX.m0","ETS--E-BOX.m0","ETS--E-box.h0","ETS--E-BOX"
"ETS--RUNX.m0","ETS--RUNX.m0","ETS--RUNX.h0","ETS--RUNX"
"ETS1.m0","ETS1.m0","N1_Ets1.h0/N13_ETS1.h0","ETS1"
"ETS1.m1","ETS1.m1","N3_M03187/N12_MA0098.4/N14_ETS1.h1/N23_ETS1.e8/N5_M03189/N25_ETS1.e10","ETS1"
"ETS1.m2","ETS1.m2","N6_M03190/N26_ETS1.e11","ETS1"
"ETS1.m3","ETS1.m3","N7_M08408/N8_M08409","ETS1"
"ETS1.m4","ETS1.m4","N15_ETS1.e0","ETS1"
"ETS1.m5","ETS1.m5","N16_ETS1.e1","ETS1"
"ETS2.m0","ETS2.m0","N1_M04982","ETS2"
"ETS2.m1","ETS2.m1","N2_M04983","ETS2"
"ETS2.m2","ETS2.m2","N3_MA1484.2/N4_ETS2.h0","ETS2"
"ETS2.m3","ETS2.m3","N5_ETS2.e0","ETS2"
"ETV1.m0","ETV1.m0","N1_M03168/N10_ETV1.e0/N5_M04915","ETV1"
"ETV1.m1","ETV1.m1","N4_M04914/N6_M10651/N8_ETV1.h0","ETV1"
"ETV1.m2","ETV1.m2","N7_MA0761.3/N9_ETV1.h1","ETV1"
"ETV2--DRGX.m0","ETV2--DRGX.m0","MA1940.2","ETV2--DRGX"
"ETV2--FIGLA.m0","ETV2--FIGLA.m0","MA1941.2","ETV2--FIGLA"
"ETV2--FOXI1.m0","ETV2--FOXI1.m0","MA1942.2","ETV2--FOXI1"
"ETV2--HOXB13.m0","ETV2--HOXB13.m0","MA1943.2","ETV2--HOXB13"
"ETV2.m0","ETV2.m0","N2_M03171/N5_MA0762.2/N6_ETV2.h0/N7_ETV2.e0/N4_M04925","ETV2"
"ETV3.m0","ETV3.m0","N1_M03174/N7_ETV3.h0/N8_ETV3.e0/N6_MA0763.2","ETV3"
"ETV3.m1","ETV3.m1","N2_M04940/N4_M04942","ETV3"
"ETV3.m2","ETV3.m2","N3_M04941/N5_M04943","ETV3"
"ETV3L.m0","ETV3L.m0","N5_M01565/N2_M01561/N8_M01569/N6_M01567/N3_M01563/N9_M01571","ETV3L"
"ETV3L.m1","ETV3L.m1","N14_M03214/N12_M02053/N22_M06581/N13_M02054/N27_M06586/N19_M03930/N28_M06588/N26_M06585/N25_M06584/N20_M03936/N21_M03937/N4_M01564/N1_M00212/N29_M06589/N15_M03926","ETV3L"
"ETV3L.m2","ETV3L.m2","N24_M06583/N16_M03927","ETV3L"
"ETV4.m0","ETV4.m0","N2_M04997/N5_M05000/N9_MA0764.4","ETV4"
"ETV4.m1","ETV4.m1","N7_M05002/N3_M04998","ETV4"
"ETV4.m2","ETV4.m2","N6_M05001","ETV4"
"ETV4.m3","ETV4.m3","N11_ETV4.h1","ETV4"
"ETV5--DRGX.m0","ETV5--DRGX.m0","MA1944.2","ETV5--DRGX"
"ETV5--FIGLA.m0","ETV5--FIGLA.m0","MA1945.2","ETV5--FIGLA"
"ETV5--FOXI1.m0","ETV5--FOXI1.m0","MA1946.2","ETV5--FOXI1"
"ETV5--FOXO1.m0","ETV5--FOXO1.m0","MA1947.2","ETV5--FOXO1"
"ETV5--HOXA2.m0","ETV5--HOXA2.m0","MA1948.2","ETV5--HOXA2"
"ETV5.m0","ETV5.m0","N6_ETV5.h0/N2_M05004/N1_M03211/N7_ETV5.e0","ETV5"
"ETV5.m1","ETV5.m1","N3_M05005","ETV5"
"ETV5.m2","ETV5.m2","N5_MA0765.4","ETV5"
"ETV6.m0","ETV6.m0","N2_M03194/N6_ETV6.e0","ETV6"
"ETV6.m1","ETV6.m1","N3_M03195/N4_MA0645.2/N5_ETV6.h0/N7_ETV6.e1","ETV6"
"ETV7.m0","ETV7.m0","N3_M04918/N1_M04916","ETV7"
"ETV7.m1","ETV7.m1","N2_M04917/N4_M04919","ETV7"
"ETV7.m2","ETV7.m2","N6_ETV7.e0","ETV7"
"EVX1.m0","EVX1.m0","N1_Evx1.h0/N8_EVX1.e0","EVX1"
"EVX1.m1","EVX1.m1","N3_M05189/N2_M03306/N6_MA0887.2/N7_EVX1.h0/N9_EVX1.e1","EVX1"
"EVX1.m2","EVX1.m2","N5_M05191","EVX1"
"EVX2.m0","EVX2.m0","N1_Evx2.h0/N4_EVX2.e0","EVX2"
"EVX2.m1","EVX2.m1","N2_MA0888.2/N3_EVX2.h0/N5_EVX2.e1","EVX2"
"EWS--ERG-FUSION.m0","EWS--ERG-FUSION.m0","EWS--ERG-fusion.h0","EWS--ERG-FUSION"
"EWS--FLI1-FUSION.m0","EWS--FLI1-FUSION.m0","EWS--FLI1-fusion.h0","EWS--FLI1-FUSION"
"EWSR1--FLI1.m0","EWSR1--FLI1.m0","EWSR1--FLI1.e0","EWSR1--FLI1"
"FERD3L.m0","FERD3L.m0","N4_M04346/N2_M04344/N6_MA1485.1/N7_FERD3L.h0","FERD3L"
"FERD3L.m1","FERD3L.m1","N5_M04347/N3_M04345","FERD3L"
"FEV.m0","FEV.m0","N4_MA0156.4/N2_M04995/N3_M04996/N1_M03208/N5_FEV.h0/N7_FEV.e1","FEV"
"FEZF1.m0","FEZF1.m0","M09442","FEZF1"
"FEZF2.m0","FEZF2.m0","N1_M03890","FEZF2"
"FEZF2.m1","FEZF2.m1","N3_M06525/N2_M06524","FEZF2"
"FEZF2.m2","FEZF2.m2","N4_MA2341.1","FEZF2"
"FIGLA.m0","FIGLA.m0","N2_M03009/N5_MA0820.2/N6_FIGLA.h0/N7_FIGLA.e0/N1_M01819","FIGLA"
"FIGLA.m1","FIGLA.m1","N4_M04410/N3_M04409","FIGLA"
"FIZ1.m0","FIZ1.m0","M06146","FIZ1"
"FLI1--DRGX.m0","FLI1--DRGX.m0","MA1949.2","FLI1--DRGX"
"FLI1--FOXI1.m0","FLI1--FOXI1.m0","MA1950.2","FLI1--FOXI1"
"FLI1.m0","FLI1.m0","N3_M03198/N15_MA0475.3/N16_FLI1.h0/N19_FLI1.e2/N9_M04968/N5_M04964/N12_M04971/N1_M03196/N17_FLI1.e0","FLI1"
"FLI1.m1","FLI1.m1","N10_M04969/N11_M04970/N7_M04966/N4_M03199/N20_FLI1.e3/N6_M04965/N2_M03197/N18_FLI1.e1","FLI1"
"FOS--JUN.m0","FOS--JUN.m0","N1_MA0099.4/N3_FOS--JUN.h0","FOS--JUN"
"FOS--JUN.m1","FOS--JUN.m1","N2_MA1126.2/N4_FOS--JUN.h1","FOS--JUN"
"FOS--JUNB.m0","FOS--JUNB.m0","N2_FOS--JUNB.h0/N1_MA1134.2","FOS--JUNB"
"FOS--JUND.m0","FOS--JUND.m0","N2_FOS--JUND.h0/N1_MA1141.2","FOS--JUND"
"FOS.m0","FOS.m0","N8_MA1951.2/N2_M04531","FOS"
"FOS.m1","FOS.m1","N11_FOS.e1/N6_M08286/N4_M08284/N5_M08285/N7_MA0476.2/N9_FOS.h0","FOS"
"FOS.m2","FOS.m2","N10_FOS.e0","FOS"
"FOS.m3","FOS.m3","N12_FOS.e2","FOS"
"FOSB--JUN.m0","FOSB--JUN.m0","N2_FOSB--JUN.h0/N1_MA1127.1","FOSB--JUN"
"FOSB--JUNB.m0","FOSB--JUNB.m0","N1_MA1136.1/N4_FOSB--JUNB.h1","FOSB--JUNB"
"FOSB--JUNB.m1","FOSB--JUNB.m1","N2_MA1135.2/N3_FOSB--JUNB.h0","FOSB--JUNB"
"FOSB.m0","FOSB.m0","N1_M04476","FOSB"
"FOSL1--JUN.m0","FOSL1--JUN.m0","N4_FOSL1--JUN.h1/N1_MA1129.1","FOSL1--JUN"
"FOSL1--JUN.m1","FOSL1--JUN.m1","N2_MA1128.2/N3_FOSL1--JUN.h0","FOSL1--JUN"
"FOSL1--JUNB.m0","FOSL1--JUNB.m0","N1_MA1137.2/N2_FOSL1--JUNB.h0","FOSL1--JUNB"
"FOSL1--JUND.m0","FOSL1--JUND.m0","N3_FOSL1--JUND.h0","FOSL1--JUND"
"FOSL1.m0","FOSL1.m0","N3_M04239","FOSL1"
"FOSL1.m1","FOSL1.m1","N4_M04240","FOSL1"
"FOSL1.m2","FOSL1.m2","N11_M08291/N13_MA0477.3/N14_FOSL1.h0","FOSL1"
"FOSL1.m3","FOSL1.m3","N15_FOSL1.e0","FOSL1"
"FOSL2--JUN.m0","FOSL2--JUN.m0","N1_MA1130.2/N3_FOSL2--JUN.h0","FOSL2--JUN"
"FOSL2--JUN.m1","FOSL2--JUN.m1","N4_FOSL2--JUN.h1/N2_MA1131.2","FOSL2--JUN"
"FOSL2--JUNB.m0","FOSL2--JUNB.m0","N1_MA1138.2/N3_FOSL2--JUNB.h0","FOSL2--JUNB"
"FOSL2--JUNB.m1","FOSL2--JUNB.m1","N2_MA1139.2/N4_FOSL2--JUNB.h1","FOSL2--JUNB"
"FOSL2--JUND.m0","FOSL2--JUND.m0","N1_MA1144.2/N3_FOSL2--JUND.h0","FOSL2--JUND"
"FOSL2--JUND.m1","FOSL2--JUND.m1","N4_FOSL2--JUND.h1/N2_MA1145.2","FOSL2--JUND"
"FOSL2.m0","FOSL2.m0","N1_M01891","FOSL2"
"FOSL2.m1","FOSL2.m1","N7_M08270/N8_MA0478.2/N9_FOSL2.h0/N4_Fosl2.h1","FOSL2"
"FOSL2.m2","FOSL2.m2","N6_M06221","FOSL2"
"FOX--EBOX.m0","FOX--EBOX.m0","Fox--Ebox.h0","FOX--EBOX"
"FOXA1--AR.m0","FOXA1--AR.m0","FOXA1--AR.h0","FOXA1--AR"
"FOXA1.m0","FOXA1.m0","N3_M05023","FOXA1"
"FOXA1.m1","FOXA1.m1","N6_M05026/N4_M05024","FOXA1"
"FOXA1.m2","FOXA1.m2","N14_M10668/N17_FOXA1.h1/N19_FOXA1.e0/N12_M10666/N16_FOXA1.h0/N7_M08418/N11_M08992/N10_M08611/N9_M08420/N27_FOXA1.e8/N8_M08419","FOXA1"
"FOXA1.m3","FOXA1.m3","N13_M10667","FOXA1"
"FOXA1.m4","FOXA1.m4","N15_MA0148.5/N18_FOXA1.h2","FOXA1"
"FOXA1.m5","FOXA1.m5","N20_FOXA1.e1","FOXA1"
"FOXA1.m6","FOXA1.m6","N21_FOXA1.e2","FOXA1"
"FOXA1.m7","FOXA1.m7","N22_FOXA1.e3","FOXA1"
"FOXA1.m8","FOXA1.m8","N23_FOXA1.e4","FOXA1"
"FOXA1.m9","FOXA1.m9","N24_FOXA1.e5/N25_FOXA1.e6/N26_FOXA1.e7","FOXA1"
"FOXA2.m0","FOXA2.m0","N11_FOXA2.e1/N1_Foxa2.h0/N6_M10665/N2_Foxa2.h1/N12_FOXA2.e2/N5_M08417","FOXA2"
"FOXA2.m1","FOXA2.m1","N4_M05020","FOXA2"
"FOXA2.m2","FOXA2.m2","N7_M11663/N10_FOXA2.e0","FOXA2"
"FOXA2.m3","FOXA2.m3","N8_MA0047.4/N9_FOXA2.h0","FOXA2"
"FOXA3.m0","FOXA3.m0","N1_Foxa3.h0/N6_MA1683.2/N7_FOXA3.h0","FOXA3"
"FOXA3.m1","FOXA3.m1","N2_M05035/N4_M05037","FOXA3"
"FOXA3.m2","FOXA3.m2","N3_M05036/N5_M05038","FOXA3"
"FOXB1.m0","FOXB1.m0","N1_M03232/N9_FOXB1.e0","FOXB1"
"FOXB1.m1","FOXB1.m1","N5_M05041/N2_M03233/N10_FOXB1.e1/N6_M05042","FOXB1"
